worker_id,episode,reward,win,win_rate,avg_loss,timestamp
2,3,-4.139499999999999,0,0.0,0.0,1768531730.4376397
2,4,-4.1625,0,0.0,0.0,1768531730.4427276
1,3,-4.071,0,0.0,0.0,1768531730.599666
1,4,-4.82575,0,0.0,0.0,1768531730.6047833
3,3,-4.09875,0,0.0,0.0,1768531730.938063
3,4,-3.8387500000000006,0,0.0,0.0,1768531730.944414
0,3,-4.3075,0,0.0,0.0,1768531731.3325477
0,4,-3.85625,0,0.0,0.0,1768531731.3372138
2,5,-4.909,0,0.0,0.0,1768531733.7690253
2,6,-6.13875,0,0.0,0.0,1768531733.7831385
1,5,-4.413749999999999,0,0.0,0.0,1768531733.8366566
1,6,-4.23225,0,0.0,0.0,1768531733.8479831
3,5,-4.1652499999999995,0,0.0,0.0,1768531734.3880458
3,6,-4.506,0,0.0,0.0,1768531734.4050174
0,5,-4.9565,0,0.0,0.0,1768531734.7653284
0,6,-5.3545,0,0.0,0.0,1768531734.7812831
2,7,-4.572,0,0.0,0.0,1768531737.11929
2,8,-4.476249999999999,0,0.0,0.0,1768531737.1352408
1,7,-4.46075,0,0.0,0.0,1768531737.211936
1,8,-5.089499999999999,0,0.0,0.0,1768531737.2283611
3,7,-5.099749999999999,0,0.0,0.0,1768531737.7380295
3,8,-3.8685000000000005,0,0.0,0.0,1768531737.7523844
0,7,-4.57775,0,0.0,0.0,1768531738.2181418
0,8,-5.224499999999999,0,0.0,0.0,1768531738.2361648
2,9,-3.3095,0,0.0,0.0,1768531740.4117703
2,10,-4.8020000000000005,0,0.0,0.0,1768531740.4259286
1,9,-4.77975,0,0.0,0.0,1768531740.5056741
1,10,-4.2365,0,0.0,0.0,1768531740.5218074
3,9,-3.131,0,0.0,0.0,1768531741.0381176
3,10,-6.7315,0,0.0,0.0,1768531741.0509043
0,9,-4.209499999999999,0,0.0,0.0,1768531741.5741937
0,10,-3.3442499999999997,0,0.0,0.0,1768531741.5891736
2,1,-4.025,0,0.0,0.0,1768531928.3514316
2,2,-6.04075,0,0.0,0.0,1768531928.3589635
1,1,-4.642,0,0.0,0.0,1768531928.4778585
1,2,-4.61925,0,0.0,0.0,1768531928.485249
0,1,-5.49275,0,0.0,0.0,1768531929.0122218
0,2,-3.560250000000001,0,0.0,0.0,1768531929.0191302
3,1,-3.9730000000000003,0,0.0,0.0,1768531929.0621963
3,2,-5.2139999999999995,0,0.0,0.0,1768531929.0680912
2,3,-4.58775,0,0.0,0.0,1768531931.8423722
2,4,-5.30725,0,0.0,0.0,1768531931.856679
1,3,-3.64675,0,0.0,0.0,1768531932.0060916
1,4,-3.8970000000000002,0,0.0,0.0,1768531932.011568
0,3,-4.35375,0,0.0,0.0,1768531932.401199
0,4,-6.7065,0,0.0,0.0,1768531932.4055138
3,3,-4.641500000000001,0,0.0,0.0,1768531932.7699714
3,4,-4.1674999999999995,0,0.0,0.0,1768531932.7761285
2,5,-5.114749999999999,0,0.0,0.0,1768531935.3493133
2,6,-5.5035,0,0.0,0.0,1768531935.364847
1,5,-4.54625,0,0.0,0.0,1768531935.6279645
1,6,-3.8362500000000006,0,0.0,0.0,1768531935.6406384
0,5,-5.135249999999999,0,0.0,0.0,1768531935.803233
0,6,-4.5235,0,0.0,0.0,1768531935.8181243
3,5,-5.4245,0,0.0,0.0,1768531936.3756776
3,6,-6.656,0,0.0,0.0,1768531936.392582
2,7,-4.08775,0,0.0,0.0,1768531938.718303
2,8,-4.042249999999999,0,0.0,0.0,1768531938.734677
1,7,-3.9697499999999994,0,0.0,0.0,1768531939.0114524
1,8,-5.43875,0,0.0,0.0,1768531939.0273576
0,7,-3.91175,0,0.0,0.0,1768531939.1339478
0,8,-6.714,0,0.0,0.0,1768531939.1461558
3,7,-4.02825,0,0.0,0.0,1768531939.6212683
3,8,-4.882000000000001,0,0.0,0.0,1768531939.6391819
2,9,-4.051749999999999,0,0.0,0.0,1768531942.3727524
2,10,-4.58725,0,0.0,0.0,1768531942.390979
1,9,-4.172999999999999,0,0.0,0.0,1768531942.6888194
1,10,-4.5235,0,0.0,0.0,1768531942.7023456
0,9,-4.41625,0,0.0,0.0,1768531942.9007359
0,10,-5.12425,0,0.0,0.0,1768531942.915004
3,9,-4.4795,0,0.0,0.0,1768531943.2336812
3,10,-4.291,0,0.0,0.0,1768531943.2451608
2,1,-5.066,0,0.0,0.0,1768558000.760811
2,2,-6.7135,0,0.0,0.0,1768558000.7671592
1,1,-4.642,0,0.0,0.0,1768558000.8131726
1,2,-4.4135,0,0.0,0.0,1768558000.8176672
3,1,-4.3302499999999995,0,0.0,0.0,1768558001.2885711
3,2,-4.58625,0,0.0,0.0,1768558001.294112
0,1,-4.88625,0,0.0,0.0,1768558001.4676237
0,2,-2.923750000000001,0,0.0,0.0,1768558001.4737847
1,3,-4.87825,0,0.0,0.0,1768558003.9709604
1,4,-4.452,0,0.0,0.0,1768558003.9800618
2,3,-4.28575,0,0.0,0.0,1768558004.0533237
2,4,-5.1114999999999995,0,0.0,0.0,1768558004.0588334
3,3,-3.8145000000000007,0,0.0,0.0,1768558004.5665188
3,4,-4.913250000000001,0,0.0,0.0,1768558004.5715756
0,3,-4.555,0,0.0,0.0,1768558004.59771
0,4,-4.515,0,0.0,0.0,1768558004.6037555
1,5,-4.9695,0,0.0,0.0,1768558007.3013713
1,6,-5.310499999999999,0,0.0,0.0,1768558007.3144667
2,5,-5.1525,0,0.0,0.0,1768558007.3680077
2,6,-5.76875,0,0.0,0.0,1768558007.3783429
3,5,-4.94775,0,0.0,0.0,1768558007.9161909
3,6,-5.8790000000000004,0,0.0,0.0,1768558007.9314017
0,5,-4.22,0,0.0,0.0,1768558008.0093548
0,6,-5.32275,0,0.0,0.0,1768558008.0228584
1,1,-4.644,0,0.0,0.0,1768558025.345734
1,2,-4.61925,0,0.0,0.0,1768558025.3516085
2,1,-4.171749999999999,0,0.0,0.0,1768558025.7820342
2,2,-6.713,0,0.0,0.0,1768558025.7877645
0,1,-4.892250000000001,0,0.0,0.0,1768558025.9644427
0,2,-2.1905000000000006,0,0.0,0.0,1768558025.9691358
3,1,-4.147749999999999,0,0.0,0.0,1768558026.307939
3,2,-5.0512500000000005,0,0.0,0.0,1768558026.313404
1,3,-4.2565,0,0.0,0.0,1768558028.7122245
1,4,-5.40475,0,0.0,0.0,1768558028.71677
2,3,-6.50475,0,0.0,0.0,1768558028.938088
2,4,-4.886,0,0.0,0.0,1768558028.9442873
0,3,-4.33425,0,0.0,0.0,1768558029.1787474
0,4,-6.31225,0,0.0,0.0,1768558029.1887217
3,3,-4.63725,0,0.0,0.0,1768558029.550285
3,4,-2.87375,0,0.0,0.0,1768558029.5551696
1,5,-4.273499999999999,0,0.0,0.0,1768558031.9967196
1,6,-3.962,0,0.0,0.0,1768558032.0090194
2,5,-4.5577499999999995,0,0.0,0.0,1768558032.239594
2,6,-5.076,0,0.0,0.0,1768558032.2562845
0,5,-6.108750000000001,0,0.0,0.0,1768558032.487131
0,6,-4.59,0,0.0,0.0,1768558032.502412
3,5,-4.146,0,0.0,0.0,1768558032.9416459
3,6,-4.0405,0,0.0,0.0,1768558032.9567645
1,7,-5.234999999999999,0,0.0,0.0,1768558035.3147004
1,8,-3.71925,0,0.0,0.0,1768558035.3286836
2,7,-4.5489999999999995,0,0.0,0.0,1768558035.588712
2,8,-5.71775,0,0.0,0.0,1768558035.601354
0,7,-4.3614999999999995,0,0.0,0.0,1768558035.8308492
0,8,-6.70025,0,0.0,0.0,1768558035.8460062
3,7,-5.46575,0,0.0,0.0,1768558036.1389728
3,8,-2.84575,0,0.0,0.0,1768558036.1545446
1,9,-3.479,0,0.0,0.0,1768558038.5753398
1,10,-3.9355,0,0.0,0.0,1768558038.5889869
2,9,-4.48475,0,0.0,0.0,1768558039.0271292
2,10,-5.8615,0,0.0,0.0,1768558039.0410252
0,9,-5.7285,0,0.0,0.0,1768558039.2976792
0,10,-5.6635,0,0.0,0.0,1768558039.312482
3,9,-3.3467499999999997,0,0.0,0.0,1768558039.4917853
3,10,-6.55,0,0.0,0.0,1768558039.5133715
1,1,-4.8420000000000005,0,0.0,0.0,1768558128.1637197
1,2,-4.4155,0,0.0,0.0,1768558128.168443
0,1,-5.278499999999999,0,0.0,0.0,1768558128.7737334
0,2,-2.2255000000000003,0,0.0,0.0,1768558128.7798455
1,3,-4.606,0,0.0,0.0,1768558130.8948073
1,4,-4.0655,0,0.0,0.0,1768558130.9004118
0,3,-4.2025,0,0.0,0.0,1768558131.5897415
0,4,-5.34925,0,0.0,0.0,1768558131.5951624
1,5,-4.52825,0,0.0,0.0,1768558133.6878893
1,6,-6.731,0,0.0,0.0,1768558133.7009735
0,5,-5.13075,0,0.0,0.0,1768558134.5647488
0,6,-4.5504999999999995,0,0.0,0.0,1768558134.578706
1,7,-4.32925,0,0.0,0.0,1768558136.6656008
1,8,-5.14075,0,0.0,0.0,1768558136.6827917
0,7,-4.077999999999999,0,0.0,0.0,1768558137.3273964
0,8,-4.452,0,0.0,0.0,1768558137.3403509
1,9,-4.36275,0,0.0,0.0,1768558139.6600962
1,10,-4.708,0,0.0,0.0,1768558139.6822326
0,9,-4.71175,0,0.0,0.0,1768558140.2652514
0,10,-6.6845,0,0.0,0.0,1768558140.2799432
1,11,-4.46625,0,0.0,2.9691577836086878,1768558766.4686763
1,12,-4.571,0,0.0,2.9691577836086878,1768558766.4808893
0,11,-4.087,0,0.0,2.9730427265167236,1768558770.6363678
0,12,-5.33875,0,0.0,2.9730427265167236,1768558770.6476474
1,13,-4.9435,0,0.0,2.6857451688159597,1768558845.6319828
1,14,-4.6685,0,0.0,2.6857451688159597,1768558845.6419616
0,13,-4.31825,0,0.0,2.6638423726799783,1768558851.8215375
0,14,-4.994750000000001,0,0.0,2.6638423726799783,1768558851.8375053
1,15,-6.61325,0,0.0,2.370160176753998,1768558928.7278
1,16,-4.69375,0,0.0,2.370160176753998,1768558928.7438824
0,15,-3.9072500000000003,0,0.0,2.373715753555298,1768558933.6047049
0,16,-4.536,0,0.0,2.373715753555298,1768558933.6169026
1,17,-4.521,0,0.0,2.2321123385429384,1768559010.627726
1,18,-3.90125,0,0.0,2.2321123385429384,1768559010.6397085
0,17,-6.7379999999999995,0,0.0,2.296030776500702,1768559017.4238892
0,18,-5.5355,0,0.0,2.296030776500702,1768559017.4357271
1,19,-3.7407500000000002,0,0.0,2.175197112560272,1768559094.4187505
1,20,-4.0947499999999994,0,0.0,2.175197112560272,1768559094.4334486
0,19,-6.28175,0,0.0,2.2599532866477965,1768559101.335865
0,20,-3.8405000000000005,0,0.0,2.2599532866477965,1768559101.3480332
1,21,-4.526,0,0.0,2.1552165579795837,1768559178.1139066
1,22,-4.56275,0,0.0,2.1552165579795837,1768559178.1266074
0,21,-4.5504999999999995,0,0.0,2.2457492971420288,1768559185.9348567
0,22,-6.73025,0,0.0,2.2457492971420288,1768559185.9522822
1,23,-4.705,0,0.0,2.1502910506725312,1768559260.1076593
1,24,-5.019500000000001,0,0.0,2.1502910506725312,1768559260.11947
0,23,-6.015750000000001,0,0.0,2.2471762442588807,1768559271.7709115
0,24,-5.101249999999999,0,0.0,2.2471762442588807,1768559271.7811406
1,25,-6.59925,0,0.0,2.129059851169586,1768559346.0337913
1,26,-4.327999999999999,0,0.0,2.129059851169586,1768559346.0435495
0,25,-6.718999999999999,0,0.0,2.2451352214813234,1768559356.2681985
0,26,-4.7575,0,0.0,2.2451352214813234,1768559356.2799623
1,27,-4.74875,0,0.0,2.1116797029972076,1768559428.0961266
1,28,-5.342,0,0.0,2.1116797029972076,1768559428.1066635
0,27,-4.4502500000000005,0,0.0,2.2458731651306154,1768559440.7307932
0,28,-5.58075,0,0.0,2.2458731651306154,1768559440.7425184
1,29,-5.0025,0,0.0,2.105759698152542,1768559512.1546297
1,30,-5.74425,0,0.0,2.105759698152542,1768559512.1648207
0,29,-3.9520000000000004,0,0.0,2.2441011691093444,1768559527.3481994
0,30,-4.63875,0,0.0,2.2441011691093444,1768559527.3579733
1,31,-5.2585,0,0.0,2.092966114282608,1768559595.662496
1,32,-4.3942499999999995,0,0.0,2.092966114282608,1768559595.6766787
0,31,-4.422,0,0.0,2.241715581417084,1768559613.2946868
0,32,-3.89675,0,0.0,2.241715581417084,1768559613.3049812
1,33,-3.702,0,0.0,2.0809055161476135,1768559679.489333
1,34,-4.531499999999999,0,0.0,2.0809055161476135,1768559679.4997976
0,33,-4.23175,0,0.0,2.2220002794265747,1768559697.5957587
0,34,-4.449,0,0.0,2.2220002794265747,1768559697.6059475
1,35,-3.9050000000000002,0,0.0,2.079364230632782,1768559763.2224674
1,36,-4.421,0,0.0,2.079364230632782,1768559763.2349002
0,35,-6.15775,0,0.0,2.2077966356277465,1768559784.3087611
0,36,-4.817,0,0.0,2.2077966356277465,1768559784.321579
1,37,-5.0897499999999996,0,0.0,2.0892835557460785,1768559847.5733488
1,38,-5.35725,0,0.0,2.0892835557460785,1768559847.5856228
0,37,-6.26075,0,0.0,2.2113435864448547,1768559868.5321045
0,38,-4.184749999999999,0,0.0,2.2113435864448547,1768559868.5425549
1,39,-5.04,0,0.0,2.101186467409134,1768559931.7323728
1,40,-3.70175,0,0.0,2.101186467409134,1768559931.7440243
0,39,-4.47925,0,0.0,2.212993619441986,1768559954.6764188
0,40,-3.3127499999999994,0,0.0,2.212993619441986,1768559954.68976
1,41,-4.73175,0,0.0,2.0764898347854612,1768560015.6199882
1,42,-4.49825,0,0.0,2.0764898347854612,1768560015.6305757
0,41,-6.4845,0,0.0,2.2175599265098573,1768560039.7074547
0,42,-6.70925,0,0.0,2.2175599265098573,1768560041.5001667
1,43,-5.5305,0,0.0,2.0732557332515715,1768560099.6492963
1,44,-4.4975000000000005,0,0.0,2.0732557332515715,1768560099.6612954
0,43,-4.411,0,0.0,2.220009424686432,1768560126.0255954
0,44,-4.2695,0,0.0,2.220009424686432,1768560126.0371165
1,45,-4.819000000000001,0,0.0,2.096207139492035,1768560185.0225472
1,46,-4.1285,0,0.0,2.096207139492035,1768560185.0345054
0,45,-3.6370000000000005,0,0.0,2.226111524105072,1768560211.4781504
0,46,-6.70875,0,0.0,2.226111524105072,1768560211.4892855
1,47,-4.992999999999999,0,0.0,2.09287833571434,1768560268.3807468
1,48,-4.92825,0,0.0,2.09287833571434,1768560268.3925738
0,47,-6.261749999999999,0,0.0,2.2207604098320006,1768560295.0058522
0,48,-3.51875,0,0.0,2.2207604098320006,1768560295.0183856
1,49,-5.02125,0,0.0,2.0826063883304595,1768560351.9212773
1,50,-4.65825,0,0.0,2.0826063883304595,1768560351.9317153
0,49,-4.6175,0,0.0,2.2267154598236085,1768560378.9260833
0,50,-4.492,0,0.0,2.2267154598236085,1768560378.9365911
1,51,-5.55525,0,0.0,2.087398736476898,1768560435.152712
1,52,-4.66825,0,0.0,2.087398736476898,1768560435.165739
0,51,-4.40375,0,0.0,2.234501404762268,1768560464.1104789
0,52,-5.09,0,0.0,2.234501404762268,1768560464.1223872
1,53,-4.687,0,0.0,2.1239404594898224,1768560518.6978981
1,54,-5.1495,0,0.0,2.1239404594898224,1768560518.7081244
0,53,-4.81875,0,0.0,2.2160421299934385,1768560547.495276
0,54,-6.687749999999999,0,0.0,2.2160421299934385,1768560547.510909
1,55,-4.38275,0,0.0,2.1333517718315123,1768560602.1874964
1,56,-4.41625,0,0.0,2.1333517718315123,1768560602.2003067
0,55,-4.96175,0,0.0,2.193563451766968,1768560631.447073
0,56,-5.875500000000001,0,0.0,2.193563451766968,1768560631.4596972
1,57,-4.32125,0,0.0,2.1105310845375063,1768560685.746238
1,58,-4.44975,0,0.0,2.1105310845375063,1768560685.7595944
0,57,-3.3895,0,0.0,2.206391034126282,1768560717.1474354
0,58,-6.10275,0,0.0,2.206391034126282,1768560717.158136
1,59,-6.74975,0,0.0,2.128568125963211,1768560769.0022674
1,60,-5.02875,0,0.0,2.128568125963211,1768560769.014487
0,59,-3.5767499999999997,0,0.0,2.2239396476745608,1768560801.096303
0,60,-4.971500000000001,0,0.0,2.2239396476745608,1768560801.1085224
1,61,-6.6925,0,0.0,2.1412237775325775,1768560854.5057242
1,62,-3.78475,0,0.0,2.1412237775325775,1768560854.5184133
0,61,-4.46875,0,0.0,2.2190427350997926,1768560886.7083998
0,62,-5.08425,0,0.0,2.2190427350997926,1768560886.7193682
1,63,-3.3339999999999996,0,0.0,2.1312143874168394,1768560938.5473032
1,64,-4.909750000000001,0,0.0,2.1312143874168394,1768560938.5578227
0,63,-4.7205,0,0.0,2.211548306941986,1768560970.5702467
0,64,-4.5145,0,0.0,2.211548306941986,1768560970.5815992
1,65,-4.35525,0,0.0,2.136468292474747,1768561024.073885
1,66,-6.6625,0,0.0,2.136468292474747,1768561024.085946
0,65,-4.609,0,0.0,2.2080412483215333,1768561056.4253452
0,66,-4.92,0,0.0,2.2080412483215333,1768561056.436673
1,67,-4.393,0,0.0,2.1344276320934297,1768561107.8112097
1,68,-6.0832500000000005,0,0.0,2.1344276320934297,1768561107.8251736
0,67,-4.81025,0,0.0,2.2092572450637817,1768561140.5769053
0,68,-5.9350000000000005,0,0.0,2.2092572450637817,1768561140.5932136
1,69,-4.2955,0,0.0,2.114066287279129,1768561191.4666827
1,70,-4.2995,0,0.0,2.114066287279129,1768561191.4790967
0,69,-5.49125,0,0.0,2.219515085220337,1768561226.6512187
0,70,-4.81125,0,0.0,2.219515085220337,1768561226.6655638
1,71,-4.982749999999999,0,0.0,2.1154174220561983,1768561274.9902878
1,72,-4.3222499999999995,0,0.0,2.1154174220561983,1768561275.0052347
0,71,-4.719,0,0.0,2.2132374477386474,1768561312.8267012
0,72,-5.240749999999999,0,0.0,2.2132374477386474,1768561312.837262
1,73,-4.82075,0,0.0,2.1495078587532044,1768561358.763183
1,74,-4.538,0,0.0,2.1495078587532044,1768561358.7747922
0,73,-5.31,0,0.0,2.2023547196388247,1768561398.5937126
0,74,-4.7,0,0.0,2.2023547196388247,1768561398.6084852
1,75,-4.40475,0,0.0,2.1590275418758393,1768561442.373243
1,76,-4.2705,0,0.0,2.1590275418758393,1768561442.385927
0,75,-6.742,0,0.0,2.209157726764679,1768561484.5637825
0,76,-4.71075,0,0.0,2.209157726764679,1768561484.5762727
1,77,-4.467,0,0.0,2.1423670041561125,1768561527.5414379
1,78,-6.72925,0,0.0,2.1423670041561125,1768561527.5535743
0,77,-3.4785,0,0.0,2.224489777088165,1768561570.3011317
0,78,-6.487,0,0.0,2.224489777088165,1768561570.3116143
1,79,-4.0817499999999995,0,0.0,2.1249145567417145,1768561610.5689435
1,80,-4.5935,0,0.0,2.1249145567417145,1768561610.5813003
0,79,-4.0785,0,0.0,2.2260513973236082,1768561654.2147038
0,80,-4.29075,0,0.0,2.2260513973236082,1768561654.2253737
1,81,-3.8987500000000006,0,0.0,2.1423713362216947,1768561694.7205791
1,82,-6.698,0,0.0,2.1423713362216947,1768561694.7318945
0,81,-6.29625,0,0.0,2.2320256495475768,1768561740.2592473
0,82,-6.245749999999999,0,0.0,2.2320256495475768,1768561740.2716224
1,83,-4.2395,0,0.0,2.129675421714783,1768561780.3353276
1,84,-5.7105,0,0.0,2.129675421714783,1768561780.3476746
0,83,-4.87375,0,0.0,2.229596860408783,1768561824.7234776
0,84,-5.7059999999999995,0,0.0,2.229596860408783,1768561824.7363172
1,85,-4.46375,0,0.0,2.1322024619579314,1768561864.4700272
1,86,-5.03275,0,0.0,2.1322024619579314,1768561864.4829588
0,85,-4.43925,0,0.0,2.2277719020843505,1768561908.801504
0,86,-4.9597500000000005,0,0.0,2.2277719020843505,1768561908.8142805
1,87,-4.13275,0,0.0,2.152108083963394,1768561946.8105044
1,88,-4.088749999999999,0,0.0,2.152108083963394,1768561946.8231955
0,87,-6.09075,0,0.0,2.2293409872055054,1768561995.3782406
0,88,-4.70325,0,0.0,2.2293409872055054,1768561995.391145
1,89,-4.69675,0,0.0,2.141986309289932,1768562030.7638676
1,90,-4.04575,0,0.0,2.141986309289932,1768562030.7753406
0,89,-4.46075,0,0.0,2.2031677913665773,1768562080.5035536
0,90,-4.5032499999999995,0,0.0,2.2031677913665773,1768562080.5142906
1,91,-4.50975,0,0.0,2.148831512928009,1768562113.1578875
1,92,-4.234999999999999,0,0.0,2.148831512928009,1768562113.1741202
0,91,-4.6905,0,0.0,2.188407926559448,1768562165.1254876
0,92,-4.185,0,0.0,2.188407926559448,1768562165.1376543
1,93,-4.101249999999999,0,0.0,2.153638268709183,1768562197.4526021
1,94,-4.68525,0,0.0,2.153638268709183,1768562197.464443
0,93,-5.038,0,0.0,2.1927587151527406,1768562249.5864415
0,94,-5.577,0,0.0,2.1927587151527406,1768562249.5979214
1,95,-3.9885,0,0.0,2.1541087901592255,1768562281.8618915
1,96,-5.7625,0,0.0,2.1541087901592255,1768562281.8722522
0,95,-3.68175,0,0.0,2.2020469284057618,1768562333.9896176
0,96,-4.65825,0,0.0,2.2020469284057618,1768562334.0004103
1,97,-4.29125,0,0.0,2.1308790159225466,1768562366.409682
1,98,-4.965,0,0.0,2.1308790159225466,1768562366.4222236
0,97,-4.93775,0,0.0,2.191731877326965,1768562416.4389062
0,98,-4.297499999999999,0,0.0,2.191731877326965,1768562416.4499643
1,99,-5.771,0,0.0,2.1307421529293062,1768562448.4604402
1,100,-5.41875,0,0.0,2.1307421529293062,1768562448.4706345
0,99,-4.91525,0,0.0,2.2098044681549074,1768562500.8477736
0,100,-6.034000000000001,0,0.0,2.2098044681549074,1768562500.8627026
1,101,-4.481,0,0.0,2.163454564809799,1768562530.3927572
1,102,-3.71575,0,0.0,2.163454564809799,1768562530.4037032
0,101,-4.130249999999999,0,0.0,2.2208869433403016,1768562585.2374196
0,102,-6.60925,0,0.0,2.2208869433403016,1768562585.2482824
1,103,-4.979,0,0.0,2.1561895275115965,1768562615.0199618
1,104,-4.6935,0,0.0,2.1561895275115965,1768562615.0314035
0,103,-4.944500000000001,0,0.0,2.175796434879303,1768562669.944266
0,104,-4.692,0,0.0,2.175796434879303,1768562669.9563384
1,105,-6.67325,0,0.0,2.141330931186676,1768562699.5811527
1,106,-3.3067499999999996,0,0.0,2.141330931186676,1768562699.5918913
0,105,-6.744,0,0.0,2.1682380056381225,1768562755.158397
0,106,-4.70275,0,0.0,2.1682380056381225,1768562755.1704173
1,107,-6.0520000000000005,0,0.0,2.155712343454361,1768562781.6824822
1,108,-5.2565,0,0.0,2.155712343454361,1768562781.6954832
0,107,-4.266249999999999,0,0.0,2.1862477588653566,1768562839.891906
0,108,-5.31975,0,0.0,2.1862477588653566,1768562839.906223
1,109,-4.489,0,0.0,2.1513466560840606,1768562866.3568666
1,110,-4.176,0,0.0,2.1513466560840606,1768562866.3681774
0,109,-4.302499999999999,0,0.0,2.1834630262851715,1768562924.418342
0,110,-4.59975,0,0.0,2.1834630262851715,1768562924.4294262
1,111,-4.70825,0,0.0,2.1131716918945314,1768562951.3603296
1,112,-4.280749999999999,0,0.0,2.1131716918945314,1768562951.3718789
0,111,-4.639,0,0.0,2.195563712120056,1768563010.403685
0,112,-4.07775,0,0.0,2.195563712120056,1768563010.414699
1,113,-3.6885000000000003,0,0.0,2.1094873559474947,1768563035.4391873
1,114,-4.15025,0,0.0,2.1094873559474947,1768563035.4500144
0,113,-4.3454999999999995,0,0.0,2.198124359846115,1768563096.3719165
0,114,-6.737,0,0.0,2.198124359846115,1768563096.3859599
1,115,-5.1259999999999994,0,0.0,2.137142754793167,1768563121.6083648
1,116,-5.2645,0,0.0,2.137142754793167,1768563121.6187027
0,115,-5.42325,0,0.0,2.185606424808502,1768563182.6428077
0,116,-4.06,0,0.0,2.185606424808502,1768563182.6573927
1,117,-3.8425000000000002,0,0.0,2.144111932516098,1768563207.5581458
1,118,-3.918,0,0.0,2.144111932516098,1768563207.5716438
0,117,-5.167,0,0.0,2.172553504705429,1768563270.9303093
0,118,-3.7190000000000003,0,0.0,2.172553504705429,1768563270.943768
1,119,-5.5035,0,0.0,2.144689781665802,1768563299.0189984
1,120,-4.07475,0,0.0,2.144689781665802,1768563299.0292675
0,119,-4.6835,0,0.0,2.1862075662612916,1768563362.9797435
0,120,-3.3714999999999997,0,0.0,2.1862075662612916,1768563362.994495
1,121,-5.483,0,0.0,2.1293675780296324,1768563388.443588
1,122,-3.6705,0,0.0,2.1293675780296324,1768563388.4535778
0,121,-4.81575,0,0.0,2.2130852353572847,1768563452.3846881
0,122,-5.135,0,0.0,2.2130852353572847,1768563452.396818
1,123,-4.6935,0,0.0,2.130863220691681,1768563477.3310583
1,124,-6.2775,0,0.0,2.130863220691681,1768563477.3477755
0,123,-4.5305,0,0.0,2.2097171533107756,1768563543.3019576
0,124,-4.28275,0,0.0,2.2097171533107756,1768563543.313771
1,125,-4.9110000000000005,0,0.0,2.1505174231529236,1768563567.689196
1,126,-4.0425,0,0.0,2.1505174231529236,1768563567.7005742
